Straßenname,Hsnr,HsnrZus,Adresse_query,lat,lon,display_name,type,category,distance_m,duration_s,shop_min_distance,shops_500m_count,shops_800m_count
Göttiner Landstraße,22,,"Göttiner Landstraße, 22, brandenburg an der havel",52.3901154,12.545784066681945,"22, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2830.9,2038.2,627.5,0,1
Göttiner Landstraße,20,,"Göttiner Landstraße, 20, brandenburg an der havel",52.39033335,12.54569382042699,"20, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2802.0,2017.4,598.6,0,1
Göttiner Landstraße,18,,"Göttiner Landstraße, 18, brandenburg an der havel",52.3905422,12.5455935,"18, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2784.1,2004.5,580.8,0,1
Göttiner Landstraße,17,,"Göttiner Landstraße, 17, brandenburg an der havel",52.38232980979885,12.544871050523271,"Göttiner Landstraße, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tertiary,highway,3704.3,2667.0,1500.9,0,0
Göttiner Landstraße,16,,"Göttiner Landstraße, 16, brandenburg an der havel",52.39105575,12.545702908931318,"16, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2726.7,1963.2,523.3,0,1
Göttiner Landstraße,16,A,"Göttiner Landstraße, 16A, brandenburg an der havel",52.3908969,12.545705838490926,"16a, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2744.4,1975.9,541.0,0,1
Göttiner Landstraße,16,B,"Göttiner Landstraße, 16B, brandenburg an der havel",52.3906352,12.5456079,"16B, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2774.0,1997.3,570.7,0,1
Göttiner Landstraße,15,,"Göttiner Landstraße, 15, brandenburg an der havel",52.3914079,12.54511285260727,"15, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2694.3,1939.9,490.9,1,1
Göttiner Landstraße,14,,"Göttiner Landstraße, 14, brandenburg an der havel",52.3912317,12.545718852171667,"14, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2706.9,1948.9,503.5,0,1
Göttiner Landstraße,13,,"Göttiner Landstraße, 13, brandenburg an der havel",52.3916497,12.5453154,"13, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2667.3,1920.4,463.9,1,1
Göttiner Landstraße,13,A,"Göttiner Landstraße, 13A, brandenburg an der havel",52.3915728,12.5453113,"13A, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2678.8,1928.7,475.4,1,1
Göttiner Landstraße,12,A,"Göttiner Landstraße, 12A, brandenburg an der havel",52.391393,12.5459419,"12A, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2706.9,1948.9,503.5,0,1
Göttiner Landstraße,12,,"Göttiner Landstraße, 12, brandenburg an der havel",52.39162515,12.545731783669352,"12, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2663.2,1917.5,459.9,1,1
Göttiner Landstraße,11,,"Göttiner Landstraße, 11, brandenburg an der havel",52.3917464,12.5453346,"11, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2662.1,1916.7,458.7,1,1
Göttiner Landstraße,10,A,"Göttiner Landstraße, 10A, brandenburg an der havel",52.3918535,12.5456864,"10A, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2638.2,1899.4,434.8,1,1
Göttiner Landstraße,10,B,"Göttiner Landstraße, 10B, brandenburg an der havel",52.3917743,12.5456828,"10B, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2647.0,1905.8,443.6,1,1
Göttiner Landstraße,10,,"Göttiner Landstraße, 10, brandenburg an der havel",52.392012,12.5456164,"10, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2620.7,1886.9,417.3,1,1
Göttiner Landstraße,8,,"Göttiner Landstraße, 8, brandenburg an der havel",52.3921583,12.5456271,"8, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2604.4,1875.2,401.0,1,1
Göttiner Landstraße,7,,"Göttiner Landstraße, 7, brandenburg an der havel",52.3922293,12.5453284,"7, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2627.5,1891.8,424.1,1,1
Göttiner Landstraße,6,,"Göttiner Landstraße, 6, brandenburg an der havel",52.3924973,12.545823725829877,"6, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2566.1,1847.6,362.7,1,1
Göttiner Landstraße,5,A,"Göttiner Landstraße, 5A, brandenburg an der havel",52.3923451,12.5453364,"5A, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2590.7,1865.3,387.3,1,1
Göttiner Landstraße,5,,"Göttiner Landstraße, 5, brandenburg an der havel",52.3924395,12.5447785,"5, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2667.7,1920.7,464.3,1,1
Göttiner Landstraße,4,,"Göttiner Landstraße, 4, brandenburg an der havel",52.3927454,12.545820312023938,"4, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2538.3,1827.5,334.9,1,1
Göttiner Landstraße,3,,"Göttiner Landstraße, 3, brandenburg an der havel",52.3925789,12.5448125,"3, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2582.2,1859.1,378.8,1,1
Göttiner Landstraße,2,B,"Göttiner Landstraße, 2B, brandenburg an der havel",52.3929704,12.5457558,"2B, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2513.8,1809.9,310.4,1,1
Göttiner Landstraße,2,A,"Göttiner Landstraße, 2A, brandenburg an der havel",52.3931298,12.5457699,"2A, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2496.3,1797.3,292.9,1,1
Göttiner Landstraße,2,C,"Göttiner Landstraße, 2C, brandenburg an der havel",52.3929061,12.5457518,"2C, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2520.9,1815.0,317.6,1,1
Göttiner Landstraße,2,,"Göttiner Landstraße, 2, brandenburg an der havel",52.3931936,12.5457717,"2, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2489.2,1792.2,285.8,1,1
Göttiner Landstraße,1,,"Göttiner Landstraße, 1, brandenburg an der havel",52.39284465,12.545191990240149,"1, Göttiner Landstraße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2537.8,1827.2,334.5,1,1
Göttiner Schulstraße,6,,"Göttiner Schulstraße, 6, brandenburg an der havel",52.3676732,12.5497965,"6, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5991.4,4313.7,,0,0
Göttiner Schulstraße,5,,"Göttiner Schulstraße, 5, brandenburg an der havel",52.3677255,12.5505694,"5, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,6044.2,4351.7,,0,0
Göttiner Schulstraße,4,A,"Göttiner Schulstraße, 4A, brandenburg an der havel",52.3677199,12.551027,"4A, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,6075.1,4374.0,,0,0
Göttiner Schulstraße,4,B,"Göttiner Schulstraße, 4B, brandenburg an der havel",52.367735,12.5507613,"4B, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,6057.2,4361.1,,0,0
Göttiner Schulstraße,4,,"Göttiner Schulstraße, 4, brandenburg an der havel",52.3677571,12.5512572,"4, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,6090.7,4385.2,,0,0
Göttiner Schulstraße,3,,"Göttiner Schulstraße, 3, brandenburg an der havel",52.3679544,12.550355545548916,"3, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,6031.5,4342.6,,0,0
Göttiner Schulstraße,3,C,"Göttiner Schulstraße, 3C, brandenburg an der havel",52.3679025,12.551561787094972,"3C, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,6113.4,4401.6,,0,0
Göttiner Schulstraße,2,,"Göttiner Schulstraße, 2, brandenburg an der havel",52.3678189,12.549868551625114,"2, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5997.5,4318.1,,0,0
Göttiner Schulstraße,1,,"Göttiner Schulstraße, 1, brandenburg an der havel",52.3677931,12.549301148014354,"1, Göttiner Schulstraße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5955.2,4287.7,,0,0
Göttiner Straße,38,,"Göttiner Straße, 38, brandenburg an der havel",52.39647615,12.545954212805874,"38, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2124.6,1529.6,427.0,1,1
Göttiner Straße,37,,"Göttiner Straße, 37, brandenburg an der havel",52.3962747,12.5458954,"37, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2146.5,1545.4,463.6,1,1
Göttiner Straße,36,,"Göttiner Straße, 36, brandenburg an der havel",52.3961778,12.5458718,"36, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2157.3,1553.2,452.8,1,1
Göttiner Straße,34,,"Göttiner Straße, 34, brandenburg an der havel",52.39569365,12.545916617242508,"34, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2211.0,1591.9,399.1,1,1
Göttiner Straße,33,,"Göttiner Straße, 33, brandenburg an der havel",52.3954429,12.54605855,"33, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2238.6,1611.7,371.5,1,1
Göttiner Straße,31,,"Göttiner Straße, 31, brandenburg an der havel",52.3950716,12.5458256,"31, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2280.3,1641.8,329.8,1,1
Göttiner Straße,30,,"Göttiner Straße, 30, brandenburg an der havel",52.394929,12.5458186,"30, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2296.1,1653.2,313.9,1,1
Göttiner Straße,29,,"Göttiner Straße, 29, brandenburg an der havel",52.3946089,12.545874744806198,"29, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2331.6,1678.7,278.4,1,1
Göttiner Straße,29,A,"Göttiner Straße, 29A, brandenburg an der havel",52.3947857,12.5458025,"29A, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2312.1,1664.7,297.9,1,1
Göttiner Straße,28,,"Göttiner Straße, 28, brandenburg an der havel",52.3944446,12.54590885825492,"28, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2349.8,1691.8,260.2,1,1
Göttiner Straße,26,,"Göttiner Straße, 26, brandenburg an der havel",52.3942628,12.545859266920507,"26, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2370.1,1706.4,240.0,1,1
Göttiner Straße,24,,"Göttiner Straße, 24, brandenburg an der havel",52.3940816,12.54584625,"24, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2390.3,1721.0,219.9,1,1
Göttiner Straße,22,,"Göttiner Straße, 22, brandenburg an der havel",52.3937188,12.54582094792163,"22, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2430.4,1749.8,227.0,1,1
Göttiner Straße,18,,"Göttiner Straße, 18, brandenburg an der havel",52.39455175,12.544799764011271,"18, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2427.9,1748.1,152.5,1,1
Göttiner Straße,14,,"Göttiner Straße, 14, brandenburg an der havel",52.39541465,12.543572593787088,"14, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2553.1,1838.2,277.7,1,1
Göttiner Straße,13,,"Göttiner Straße, 13, brandenburg an der havel",52.395233450000006,12.543928150000006,"13, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2521.7,1815.6,246.3,1,1
Göttiner Straße,12,,"Göttiner Straße, 12, brandenburg an der havel",52.39505315,12.544287847788354,"12, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2490.1,1792.8,214.7,1,1
Göttiner Straße,11,,"Göttiner Straße, 11, brandenburg an der havel",52.39487525,12.544648648377242,"11, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2458.6,1770.2,183.2,1,1
Göttiner Straße,10,,"Göttiner Straße, 10, brandenburg an der havel",52.39463975,12.545117902310391,"10, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2417.4,1740.5,142.0,1,1
Göttiner Straße,9,,"Göttiner Straße, 9, brandenburg an der havel",52.39541466309805,12.54501300994916,"Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",living_street,highway,2327.0,1675.4,130.0,1,1
Göttiner Straße,8,,"Göttiner Straße, 8, brandenburg an der havel",52.3953109,12.54467522654141,"8, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,2409.4,1734.8,1266.5,0,0
Göttiner Straße,7,,"Göttiner Straße, 7, brandenburg an der havel",52.3953978,12.5453362,"7, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2293.2,1651.0,116.3,1,1
Göttiner Straße,6,,"Göttiner Straße, 6, brandenburg an der havel",52.3955785,12.5453434,"6, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2273.1,1636.6,136.4,1,1
Göttiner Straße,5,,"Göttiner Straße, 5, brandenburg an der havel",52.3957587,12.5452786,"5, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2253.1,1622.2,156.3,1,1
Göttiner Straße,4,,"Göttiner Straße, 4, brandenburg an der havel",52.3961666,12.5453058,"4, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2175.2,1566.1,234.4,1,1
Göttiner Straße,3,,"Göttiner Straße, 3, brandenburg an der havel",52.3963295,12.5453121,"3, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2159.1,1554.5,250.5,1,1
Göttiner Straße,2,,"Göttiner Straße, 2, brandenburg an der havel",52.3964918,12.5453941,"2, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2138.2,1539.5,271.4,1,1
Göttiner Straße,1,,"Göttiner Straße, 1, brandenburg an der havel",52.3966346,12.5454173,"1, Göttiner Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,2120.2,1526.5,289.4,1,1
Grabengasse,5,,"Grabengasse, 5, brandenburg an der havel",52.4151679,12.60949025,"5, Grabengasse, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5035.1,3625.2,,0,0
Grabengasse,3,,"Grabengasse, 3, brandenburg an der havel",52.4151121,12.609557441963998,"3, Grabengasse, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5027.4,3619.7,,0,0
Grabengasse,1,,"Grabengasse, 1, brandenburg an der havel",52.414985,12.609726449999997,"1, Grabengasse, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5009.3,3606.6,,0,0
Grabenstraße,21,,"Grabenstraße, 21, brandenburg an der havel",52.410405100000006,12.557792354088695,"21, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,224.0,161.3,670.6,0,2
Grabenstraße,20,,"Grabenstraße, 20, brandenburg an der havel",52.4103195,12.557633,"20, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,209.7,151.0,656.4,0,1
Grabenstraße,19,,"Grabenstraße, 19, brandenburg an der havel",52.4102841,12.5575834,"19, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,210.7,151.7,651.2,0,1
Grabenstraße,18,,"Grabenstraße, 18, brandenburg an der havel",52.41002795,12.557294696040222,"18, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",apartments,building,253.2,182.3,593.2,0,1
Grabenstraße,16,,"Grabenstraße, 16, brandenburg an der havel",52.4097476,12.557987628722088,"16, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,300.7,216.5,571.2,0,1
Grabenstraße,15,,"Grabenstraße, 15, brandenburg an der havel",52.40930185,12.557797766491229,"15, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,391.9,282.2,508.6,0,1
Grabenstraße,14,,"Grabenstraße, 14, brandenburg an der havel",52.408095,12.556101239196668,"14, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,452.3,325.7,453.6,1,1
Grabenstraße,13,A,"Grabenstraße, 13A, brandenburg an der havel",52.4082641,12.556020890561951,"13a, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,449.1,323.4,456.8,1,1
Grabenstraße,13,,"Grabenstraße, 13, brandenburg an der havel",52.4083838,12.556002903980175,"13, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,435.9,313.8,470.1,1,1
Grabenstraße,12,,"Grabenstraße, 12, brandenburg an der havel",52.40856985,12.555881004018936,"12, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,415.8,299.4,518.2,0,1
Grabenstraße,11,,"Grabenstraße, 11, brandenburg an der havel",52.409037350000006,12.556126656216414,"11, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,366.0,263.5,533.2,0,1
Grabenstraße,10,,"Grabenstraße, 10, brandenburg an der havel",52.4091794,12.556236006165884,"10, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,348.5,250.9,550.6,0,1
Grabenstraße,9,,"Grabenstraße, 9, brandenburg an der havel",52.4092885,12.556315341751528,"9, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,335.2,241.4,563.8,0,1
Grabenstraße,8,,"Grabenstraße, 8, brandenburg an der havel",52.40957815,12.556548918086737,"Lohmühlenspeicher, 8, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,299.4,215.5,599.7,0,1
Grabenstraße,5,A,"Grabenstraße, 5A, brandenburg an der havel",52.41012305,12.556998107286995,"5A, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",apartments,building,234.5,168.8,611.9,0,1
Grabenstraße,3,,"Grabenstraße, 3, brandenburg an der havel",52.4104401,12.5575774,"3, Grabenstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,217.5,156.6,664.1,0,2
Grabenstraße,1,,"Grabenstraße, 1, brandenburg an der havel",52.4106422,12.5578113530729,"1, Grabenstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",residential,building,176.6,127.1,691.5,0,2
Grabower Weg,53,,"Grabower Weg, 53, brandenburg an der havel",52.43153366879204,12.572992927519836,"Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",residential,highway,3588.6,2583.7,1741.6,0,0
Grabower Weg,52,,"Grabower Weg, 52, brandenburg an der havel",52.43430275,12.573346099999998,"52, Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3926.8,2827.2,2079.8,0,0
Grabower Weg,50,,"Grabower Weg, 50, brandenburg an der havel",52.4344241,12.57262330994282,"50, Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3977.1,2863.5,2130.1,0,0
Grabower Weg,48,,"Grabower Weg, 48, brandenburg an der havel",52.434628450000005,12.572404700000003,"48, Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4029.7,2901.4,2182.7,0,0
Grabower Weg,47,,"Grabower Weg, 47, brandenburg an der havel",52.43472795,12.574802955999465,"47, Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3963.4,2853.6,2116.3,0,0
Grabower Weg,47,A,"Grabower Weg, 47A, brandenburg an der havel",52.434592,12.575832646515147,"47A, Grabower Weg, Mötzower Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,3794.8,2732.2,1840.9,0,0
