id,Name_Haltestelle,Kategorie,x,y,Adresse_query,Adresse_merge,lat,lon,display_name,type,category,geometry
1,Hauptbahnhof,tram_stop,"334362,28",5808478,"['Tram stop Hauptbahnhof, Brandenburg, 14770']",haltestelle hauptbahnhof,52.4014385,12.5652094,"Hauptbahnhof, Am Hauptbahnhof, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5652094 52.4014385)
2,Geschwister-Scholl-Straße,tram_stop,"334562,3","5808718,5","['Tram stop Geschwister-Scholl-Straße, Brandenburg, 14770']",haltestelle geschwister-scholl-straße,52.4036570,12.5680283,"Geschwister-Scholl-Straße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5680283 52.403657)
3,"Brielow, Dorf",bus_stop,"332687,4",5815286,"['Bus stop Brielow Dorf, Brandenburg, 14770']","haltestelle brielow, dorf",52.4620792,12.5372058,"Brielow, Dorf, Chausseestraße, Brielow, Beetzsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5372058 52.4620792)
4,Mühlenweg,bus_stop,"332753,47","5816063,5","['Bus stop Mühlenweg, Brandenburg, 14770']",haltestelle mühlenweg,52.4690797,12.5377878,"Mühlenweg, Chausseestraße, Brielow, Beetzsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5377878 52.4690797)
5,"Radewege, Siedlung",bus_stop,"332842,06","5816845,5","['Bus stop Radewege Siedlung, Brandenburg, 14770']","haltestelle radewege, siedlung",52.4761334,12.5386984,"Radewege, Siedlung, Kastanienstraße, Radewege Siedlung, Radewege, Beetzsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5386984 52.4761334)
6,Marzahne,bus_stop,"332678,1","5820810,5","['Bus stop Marzahne, Brandenburg, 14770']",haltestelle marzahne,52.5116978,12.5342940,"Marzahne, Marzahner Straße, Marzahne, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.534294 52.5116978)
7,"Nahmitz, Dorf",bus_stop,"345081,97","5800974,5","['Bus stop Nahmitz Dorf, Brandenburg, 14770']","haltestelle nahmitz, dorf",52.3371699,12.7261093,"Nahmitz, Dorf, Dorfstraße, Nahmitz, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7261093 52.3371699)
8,Trechwitz,bus_stop,"344610,53","5804114,5","['Bus stop Trechwitz, Brandenburg, 14770']",haltestelle trechwitz,52.3652439,12.7177426,"Trechwitz, Von-Knobelsdorff-Straße, Trechwitz, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7177426 52.3652439)
9,Trechwitz,bus_stop,"344636,78","5804097,5","['Bus stop Trechwitz, Brandenburg, 14770']",haltestelle trechwitz,52.3652439,12.7177426,"Trechwitz, Von-Knobelsdorff-Straße, Trechwitz, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7177426 52.3652439)
10,Bergstraße,bus_stop,347169,5803652,"['Bus stop Bergstraße, Brandenburg, 14770']",haltestelle bergstraße,52.3617386,12.7549816,"Bergstraße, Damsdorfer Hauptstraße, Damsdorf, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7549816 52.3617386)
11,Göhlsdorfer Straße,bus_stop,"347824,72","5803634,5","['Bus stop Göhlsdorfer Straße, Brandenburg, 14770']",haltestelle göhlsdorfer straße,52.3618340,12.7651287,"Göhlsdorfer Straße, Damsdorfer Hauptstraße, Damsdorf, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7651287 52.361834)
12,Göhlsdorfer Straße,bus_stop,"347829,34","5803624,5","['Bus stop Göhlsdorfer Straße, Brandenburg, 14770']",haltestelle göhlsdorfer straße,52.3618340,12.7651287,"Göhlsdorfer Straße, Damsdorfer Hauptstraße, Damsdorf, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7651287 52.361834)
13,Bahnhof Görden,tram_stop,"330210,97",5811493,"['Tram stop Bahnhof Görden, Brandenburg, 14770']",haltestelle bahnhof görden,52.4271809,12.5029132,"Bahnhof Görden, Gördenallee, Kolonie Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5029132 52.4271809)
14,Waldcafé Görden,tram_stop,"329818,72","5811576,5","['Tram stop Waldcafé Görden, Brandenburg, 14770']",haltestelle waldcafé görden,52.4278538,12.4971445,"Waldcafé Görden, Quenzweg, Kolonie Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4971445 52.4278538)
15,Geranienweg,tram_stop,"330610,28","5811385,5","['Tram stop Geranienweg, Brandenburg, 14770']",haltestelle geranienweg,52.4263765,12.5086333,"Geranienweg, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5086333 52.4263765)
16,Am Silokanal,tram_stop,"331817,1",5811061,"['Tram stop Am Silokanal, Brandenburg, 14770']",haltestelle am silokanal,52.4238611,12.5265358,"Am Silokanal, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5265358 52.4238611)
17,Rotdornweg,tram_stop,"331496,66","5811146,5","['Tram stop Rotdornweg, Brandenburg, 14770']",haltestelle rotdornweg,52.4245322,12.5217848,"Rotdornweg, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5217848 52.4245322)
18,Neustädtischer Markt,tram_stop,"334294,56","5809262,5","['Tram stop Neustädtischer Markt, Brandenburg, 14770']",haltestelle neustädtischer markt,52.4084643,12.5638264,"Neustädtischer Markt, Sankt-Annen-Straße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5638264 52.4084643)
19,Birkenweg,bus_stop,"347914,6","5805578,5","['Bus stop Birkenweg, Brandenburg, 14770']",haltestelle birkenweg,52.3807700,12.5215310,"Birkenweg, Ziesarer Landstraße, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.521531 52.38077)
20,Birkenweg,bus_stop,"347985,8","5805582,5","['Bus stop Birkenweg, Brandenburg, 14770']",haltestelle birkenweg,52.3807700,12.5215310,"Birkenweg, Ziesarer Landstraße, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.521531 52.38077)
21,Hauptstraße,bus_stop,"346587,34","5803664,5","['Bus stop Hauptstraße, Brandenburg, 14770']",haltestelle hauptstraße,52.3232654,12.5685209,"Hauptstraße, Krahner Hauptstraße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5685209 52.3232654)
22,Hauptstraße,bus_stop,"346569,78","5803653,5","['Bus stop Hauptstraße, Brandenburg, 14770']",haltestelle hauptstraße,52.3232654,12.5685209,"Hauptstraße, Krahner Hauptstraße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5685209 52.3232654)
23,Sankt-Annen-Straße,tram_stop,"334495,38","5809091,5","['Tram stop Sankt-Annen-Straße, Brandenburg, 14770']",haltestelle sankt-annen-straße,52.4069892,12.5668607,"Sankt-Annen-Straße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5668607 52.4069892)
24,Neustädtischer Markt,tram_stop,"334198,5",5809339,"['Tram stop Neustädtischer Markt, Brandenburg, 14770']",haltestelle neustädtischer markt,52.4084643,12.5638264,"Neustädtischer Markt, Sankt-Annen-Straße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5638264 52.4084643)
25,Ritterstraße/Museum,tram_stop,"333618,97","5809753,5","['Tram stop Ritterstraße/Museum, Brandenburg, 14770']",haltestelle ritterstraße/museum,52.4127647,12.5534941,"Ritterstraße/Museum, Ritterstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5534941 52.4127647)
26,Luckenberger Straße,tram_stop,"333243,2",5809341,"['Tram stop Luckenberger Straße, Brandenburg, 14770']",haltestelle luckenberger straße,52.4088509,12.5483455,"Luckenberger Straße, Altstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5483455 52.4088509)
27,Blumenstraße,tram_stop,"334116,4",5808653,"['Tram stop Blumenstraße, Brandenburg, 14770']",haltestelle blumenstraße,52.4029221,12.5614802,"Blumenstraße, Große Gartenstraße, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5614802 52.4029221)
28,Große Gartenstraße,tram_stop,"333886,47",5808843,"['Tram stop Große Gartenstraße, Brandenburg, 14770']",haltestelle große gartenstraße,52.4045742,12.5580408,"Große Gartenstraße, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5580408 52.4045742)
29,Kanalstraße,tram_stop,"333399,5","5809163,5","['Tram stop Kanalstraße, Brandenburg, 14770']",haltestelle kanalstraße,52.4073046,12.5507299,"Kanalstraße, Bauhofstraße, Ring, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5507299 52.4073046)
30,Steinstraße/Kino,tram_stop,"334057,62","5809129,5","['Tram stop Steinstraße/Kino, Brandenburg, 14770']",haltestelle steinstraße/kino,52.4067080,12.5596629,"Steinstraße/Kino, Steinstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5596629 52.406708)
31,Magdeburger Straße/OLG,tram_stop,"332948,84",5809700,"['Tram stop Magdeburger Straße/OLG, Brandenburg, 14770']",haltestelle magdeburger straße/olg,52.4119856,12.5438434,"Magdeburger Straße/OLG, Magdeburger Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5438434 52.4119856)
32,Dreifertstraße,tram_stop,"331611,9",5809879,"['Tram stop Dreifertstraße, Brandenburg, 14770']",haltestelle dreifertstraße,52.4132188,12.5230108,"Dreifertstraße, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5230108 52.4132188)
33,Südtor,tram_stop,"331071,88","5809946,5","['Tram stop Südtor, Brandenburg, 14770']",haltestelle südtor,52.4135994,12.5161296,"Südtor, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5161296 52.4135994)
34,Frankenstraße,tram_stop,"330738,06",5809997,"['Tram stop Frankenstraße, Brandenburg, 14770']",haltestelle frankenstraße,52.4139719,12.5112208,"Frankenstraße, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5112208 52.4139719)
35,Hessenweg,tram_stop,"330459,62",5810052,"['Tram stop Hessenweg, Brandenburg, 14770']",haltestelle hessenweg,52.4143802,12.5071034,"Hessenweg, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5071034 52.4143802)
36,Am Stadion/Industriemuseum,tram_stop,"330180,12","5810106,5","['Tram stop Am Stadion/Industriemuseum, Brandenburg, 14770']",haltestelle am stadion/industriemuseum,52.4147815,12.5029704,"Am Stadion/Industriemuseum, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5029704 52.4147815)
37,Quenzbrücke,tram_stop,"329917,72",5810125,"['Tram stop Quenzbrücke, Brandenburg, 14770']",haltestelle quenzbrücke,52.4148667,12.4991064,"Quenzbrücke, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.4991064 52.4148667)
38,Karl-Marx-Straße,tram_stop,"332548,94",5810013,"['Tram stop Karl-Marx-Straße, Brandenburg, 14770']",haltestelle karl-marx-straße,52.4146725,12.5378127,"Karl-Marx-Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5378127 52.4146725)
39,Fontanestraße,tram_stop,"332437,94",5810408,"['Tram stop Fontanestraße, Brandenburg, 14770']",haltestelle fontanestraße,52.4181898,12.5359840,"Fontanestraße, August-Bebel-Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.535984 52.4181898)
40,August-Bebel-Straße,tram_stop,"332217,6","5810853,5","['Tram stop August-Bebel-Straße, Brandenburg, 14770']",haltestelle august-bebel-straße,52.4221198,12.5325241,"August-Bebel-Straße, Nord, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5325241 52.4221198)
41,Hohenstücken Betriebshof,tram_stop,"332152,4","5811414,5","['Tram stop Hohenstücken Betriebshof, Brandenburg, 14770']",haltestelle hohenstücken betriebshof,52.4271417,12.5312844,"Hohenstücken Betriebshof, Rathenower Landstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5312844 52.4271417)
42,Willibald-Alexis-Straße,tram_stop,"332068,62","5811894,5","['Tram stop Willibald-Alexis-Straße, Brandenburg, 14770']",haltestelle willibald-alexis-straße,52.4313957,12.5298115,"Willibald-Alexis-Straße, Rosa-Luxemburg-Allee, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5298115 52.4313957)
43,Rosa-Luxemburg-Allee,tram_stop,"331654,34","5811928,5","['Tram stop Rosa-Luxemburg-Allee, Brandenburg, 14770']",haltestelle rosa-luxemburg-allee,52.4315738,12.5237088,"Rosa-Luxemburg-Allee, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5237088 52.4315738)
44,Tschirchdamm,tram_stop,"331518,7","5812226,5","['Tram stop Tschirchdamm, Brandenburg, 14770']",haltestelle tschirchdamm,52.4342152,12.5215229,"Tschirchdamm, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5215229 52.4342152)
45,Hohenstücken Nord,tram_stop,331302,5812563,"['Tram stop Hohenstücken Nord, Brandenburg, 14770']",haltestelle hohenstücken nord,52.4372086,12.5182672,"Hohenstücken Nord, Betriebsweg, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5182672 52.4372086)
46,Anton-Saefkow-Allee,tram_stop,"327811,4",5811145,"['Tram stop Anton-Saefkow-Allee, Brandenburg, 14770']",haltestelle anton-saefkow-allee,52.4233512,12.4676707,"Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4676707 52.4233512)
47,Kaltenhausener Weg,tram_stop,"328193,4","5811318,5","['Tram stop Kaltenhausener Weg, Brandenburg, 14770']",haltestelle kaltenhausener weg,52.4250483,12.4731655,"Kaltenhausener Weg, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4731655 52.4250483)
48,Asklepios Klinik,tram_stop,"328669,22",5811546,"['Tram stop Asklepios Klinik, Brandenburg, 14770']",haltestelle asklepios klinik,52.4273201,12.4803928,"Asklepios Klinik, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4803928 52.4273201)
49,Gördenallee,tram_stop,"330960,22",5811293,"['Tram stop Gördenallee, Brandenburg, 14770']",haltestelle gördenallee,52.4256528,12.5138147,"Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5138147 52.4256528)
50,Jacobstraße,tram_stop,"333861,3",5808924,"['Tram stop Jacobstraße, Brandenburg, 14770']",haltestelle jacobstraße,52.4052940,12.5576310,"Jacobstraße, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.557631 52.405294)
51,Fischersberg,bus_stop,"346780,1",5799542,"['Bus stop Fischersberg, Brandenburg, 14770']",haltestelle fischersberg,52.3248444,12.7514871,"Fischersberg, Damsdorfer Chaussee, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7514871 52.3248444)
52,Fischersberg,bus_stop,"346768,1","5799549,5","['Bus stop Fischersberg, Brandenburg, 14770']",haltestelle fischersberg,52.3248444,12.7514871,"Fischersberg, Damsdorfer Chaussee, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7514871 52.3248444)
53,Beelitzer Straße,bus_stop,"347079,94","5799178,5","['Bus stop Beelitzer Straße, Brandenburg, 14770']",haltestelle beelitzer straße,52.3215990,12.7562278,"Beelitzer Straße, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7562278 52.321599)
54,Weinbergweg,bus_stop,"345481,6",5799604,"['Bus stop Weinbergweg, Brandenburg, 14770']",haltestelle weinbergweg,52.3249334,12.7323168,"Weinbergweg, Kaltenhausen, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7323168 52.3249334)
55,Friedhof,bus_stop,"344694,03",5801208,"['Bus stop Friedhof, Brandenburg, 14770']",haltestelle friedhof,52.3758739,12.6388835,"Friedhof, Rietzer Dorfstraße, Rietz, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6388835 52.3758739)
56,Beelitzer Straße,bus_stop,"347085,44","5799187,5","['Bus stop Beelitzer Straße, Brandenburg, 14770']",haltestelle beelitzer straße,52.3215990,12.7562278,"Beelitzer Straße, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7562278 52.321599)
57,Weinbergweg,bus_stop,"345462,16","5799600,5","['Bus stop Weinbergweg, Brandenburg, 14770']",haltestelle weinbergweg,52.3249334,12.7323168,"Weinbergweg, Kaltenhausen, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7323168 52.3249334)
58,Friedhof,bus_stop,"344689,03","5801214,5","['Bus stop Friedhof, Brandenburg, 14770']",haltestelle friedhof,52.3758739,12.6388835,"Friedhof, Rietzer Dorfstraße, Rietz, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6388835 52.3758739)
59,Kaltenhausen,bus_stop,"345761,12","5798950,5","['Bus stop Kaltenhausen, Brandenburg, 14770']",haltestelle kaltenhausen,52.4254935,12.4360028,"Kaltenhausen, Briest, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4360028 52.4254935)
60,Kaltenhausen,bus_stop,"345756,88",5798995,"['Bus stop Kaltenhausen, Brandenburg, 14770']",haltestelle kaltenhausen,52.4254935,12.4360028,"Kaltenhausen, Briest, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4360028 52.4254935)
61,"Michelsdorf, Ausbau",bus_stop,"342214,97","5796922,5","['Bus stop Michelsdorf Ausbau, Brandenburg, 14770']","haltestelle michelsdorf, ausbau",52.2999606,12.6859594,"Michelsdorf, Ausbau, L 86, Michelsdorf, Kloster Lehnin, Brück, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6859594 52.2999606)
62,"Michelsdorf, Ausbau",bus_stop,342233,"5796922,5","['Bus stop Michelsdorf Ausbau, Brandenburg, 14770']","haltestelle michelsdorf, ausbau",52.2999606,12.6859594,"Michelsdorf, Ausbau, L 86, Michelsdorf, Kloster Lehnin, Brück, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6859594 52.2999606)
63,Belziger Straße,bus_stop,"345752,53",5798288,"['Bus stop Belziger Straße, Brandenburg, 14770']",haltestelle belziger straße,52.2742032,12.5976549,"Belziger Straße, Königsberg, Golzow, Brück, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5976549 52.2742032)
64,Belziger Straße,bus_stop,"345748,9","5798276,5","['Bus stop Belziger Straße, Brandenburg, 14770']",haltestelle belziger straße,52.2742032,12.5976549,"Belziger Straße, Königsberg, Golzow, Brück, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5976549 52.2742032)
65,"Döberitz (bei Premnitz), Siedlung",bus_stop,"322483,28","5822658,5","['Bus stop Döberitz (bei Premnitz) Siedlung, Brandenburg, 14770']","haltestelle döberitz (bei premnitz), siedlung",52.5250676,12.3832392,"Döberitz (bei Premnitz), Siedlung, Siedlung, Siedlung Döberitz, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3832392 52.5250676)
66,Bahnhof Zentrum,bus_stop,"319788,94","5823338,5","['Bus stop Bahnhof Zentrum, Brandenburg, 14770']",haltestelle bahnhof zentrum,52.5302918,12.3431994,"Bahnhof Zentrum, Fabrikenstraße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3431994 52.5302918)
67,"Premnitz, Friedrich-Engels-Straße",bus_stop,"319933,8",5823496,"['Bus stop Premnitz Friedrich-Engels-Straße, Brandenburg, 14770']","haltestelle premnitz, friedrich-engels-straße",52.5316357,12.3455786,"Premnitz, Friedrich-Engels-Straße, Fabrikenstraße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3455786 52.5316357)
68,"Premnitz, Friedrich-Engels-Straße",bus_stop,"319955,78",5823482,"['Bus stop Premnitz Friedrich-Engels-Straße, Brandenburg, 14770']","haltestelle premnitz, friedrich-engels-straße",52.5316357,12.3455786,"Premnitz, Friedrich-Engels-Straße, Fabrikenstraße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3455786 52.5316357)
69,Bahnhof Zentrum,bus_stop,"319750,34","5823321,5","['Bus stop Bahnhof Zentrum, Brandenburg, 14770']",haltestelle bahnhof zentrum,52.5302918,12.3431994,"Bahnhof Zentrum, Fabrikenstraße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3431994 52.5302918)
70,Thomas-Mann-Straße,bus_stop,"319926,16","5823077,5","['Bus stop Thomas-Mann-Straße, Brandenburg, 14770']",haltestelle thomas-mann-straße,52.5278463,12.3460237,"Thomas-Mann-Straße, Heinrich-Heine-Straße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3460237 52.5278463)
71,Thomas-Mann-Straße,bus_stop,"319970,47","5823059,5","['Bus stop Thomas-Mann-Straße, Brandenburg, 14770']",haltestelle thomas-mann-straße,52.5278463,12.3460237,"Thomas-Mann-Straße, Heinrich-Heine-Straße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3460237 52.5278463)
72,Rathenower Straße,bus_stop,"321416,2","5822328,5","['Bus stop Rathenower Straße, Brandenburg, 14770']",haltestelle rathenower straße,52.5216020,12.3676901,"Rathenower Straße, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3676901 52.521602)
73,Rathenower Straße,bus_stop,"321414,6","5822311,5","['Bus stop Rathenower Straße, Brandenburg, 14770']",haltestelle rathenower straße,52.5216020,12.3676901,"Rathenower Straße, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3676901 52.521602)
74,"Döberitz (bei Premnitz), Seelensdorfer Weg",bus_stop,"323382,56",5822225,"['Bus stop Döberitz (bei Premnitz) Seelensdorfer Weg, Brandenburg, 14770']","haltestelle döberitz (bei premnitz), seelensdorfer weg",52.5214662,12.3967108,"Döberitz (bei Premnitz), Seelensdorfer Weg, Industriestraße, Gapel, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3967108 52.5214662)
75,"Döberitz (bei Premnitz), Werk",bus_stop,323839,"5822526,5","['Bus stop Döberitz (bei Premnitz) Werk, Brandenburg, 14770']","haltestelle döberitz (bei premnitz), werk",52.5243214,12.4032715,"Döberitz (bei Premnitz), Werk, Industriestraße, Fehr Umwelt Ost Betriebsstätte Döberitz, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.4032715 52.5243214)
76,Gapel,bus_stop,"323748,03","5821736,5","['Bus stop Gapel, Brandenburg, 14770']",haltestelle gapel,52.5174768,12.4048339,"Gapel, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.4048339 52.5174768)
77,Gapel,bus_stop,"323917,6","5821761,5","['Bus stop Gapel, Brandenburg, 14770']",haltestelle gapel,52.5174768,12.4048339,"Gapel, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.4048339 52.5174768)
78,Neudessau,bus_stop,"315589,97","5819868,5","['Bus stop Neudessau, Brandenburg, 14770']",haltestelle neudessau,52.4977267,12.2832936,"Neudessau, Neudessauer Straße, Neu Dessau, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.2832936 52.4977267)
79,Wilhelminenthal,bus_stop,"316463,72","5820736,5","['Bus stop Wilhelminenthal, Brandenburg, 14770']",haltestelle wilhelminenthal,52.5058143,12.2956717,"Wilhelminenthal, Neudessauer Straße, Wilhelminenthal, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.2956717 52.5058143)
80,Knoblauch,bus_stop,"320140,9","5814381,5","['Bus stop Knoblauch, Brandenburg, 14770']",haltestelle knoblauch,52.4499672,12.3532190,"Knoblauch, Knoblaucher Straße, Knoblauch, Nitzahn, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.353219 52.4499672)
81,Nitzahn,bus_stop,"320507,03",5816101,"['Bus stop Nitzahn, Brandenburg, 14770']",haltestelle nitzahn,52.4664794,12.3603611,"Nitzahn, Schulstraße, Nitzahn, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3603611 52.4664794)
